00:00:01:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']
03:10:49:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:11:11:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:11:31:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:11:53:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:12:14:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:12:37:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:13:02:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:13:25:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:13:45:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:14:03:| new chat ID:1649213804ZoeDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:14:29:| new chat ID:1649213804ZoeDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:14:51:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:15:18:| new chat ID:1649213804San Qian TheOneDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:15:31:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:15:54:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:16:13:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:16:30:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:16:40:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:17:06:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:17:34:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:17:49:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:18:19:| new chat ID:1649213804ElegguaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:18:45:| new chat ID:1649213804ElegguaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:19:10:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:19:26:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:20:00:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:20:30:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:20:45:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:21:05:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:21:36:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:22:09:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:22:26:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:22:58:| new chat ID:1649213804daniDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:23:24:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:23:52:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:24:10:| new chat ID:1649213804Cryptonemies.eth 🚢 SEIDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:24:40:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:25:10:| new chat ID:1649213804valen AsmaraDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:25:43:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:25:53:| new chat ID:1649213804Ahyudi 🗿Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:26:28:| new chat ID:1649213804Ahyudi 🗿Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:26:53:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:27:09:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:28:06:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:28:31:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:29:14:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:29:33:| new chat ID:1649213804ElegguaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:29:55:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:30:21:| new chat ID:1649213804Lil BitDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:30:39:| new chat ID:1649213804Lil BitDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:30:51:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:31:09:| new chat ID:1649213804valen AsmaraDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:31:26:| new chat ID:1649213804Lil BitDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:31:52:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:06:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:09:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:12:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:15:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:17:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:30:| new chat ID:1649213804Lil BitDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:32:39:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:04:| new chat ID:16492138040x AlecxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:28:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:31:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:33:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:36:| new chat ID:16492138040x AlecxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:38:| new chat ID:1649213804Sheikh ShahbazZ $DIA $RFD $PEPEDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:33:53:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:34:09:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:34:29:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:34:52:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:35:19:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:35:41:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:36:15:| new chat ID:1649213804spicy piscesDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:36:49:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:37:21:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:37:44:| new chat ID:1649213804spicy piscesDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:38:17:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:38:50:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:39:17:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:39:36:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:39:58:| new chat ID:1649213804Iqboy17 | Just A Random Guy | Soon JP 1000$Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:40:15:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:40:44:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:40:59:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:41:25:| new chat ID:1649213804spicy piscesDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:41:55:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:42:19:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:42:43:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:43:01:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:43:29:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:43:52:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:44:07:| new chat ID:1649213804bankaiDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:44:33:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:45:01:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:45:15:| new chat ID:1649213804Siva RDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:45:22:| new chat ID:1649213804spicy piscesDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:45:43:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:46:13:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:46:32:| new chat ID:1649213804HorizonDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:46:48:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:47:10:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:47:22:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:48:02:| new chat ID:1649213804Ara AraaaaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:48:13:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:48:35:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:49:12:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:49:27:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:49:47:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:50:18:| new chat ID:1649213804YOoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:51:10:| new chat ID:1649213804YOoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:51:41:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:52:10:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:52:38:| new chat ID:1649213804YOoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:53:03:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:53:15:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:53:38:| new chat ID:1649213804YOoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:53:52:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:54:09:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:54:19:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:54:26:| new chat ID:1649213804MonaDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:54:50:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:55:15:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:55:40:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:56:10:| new chat ID:1649213804zambronxDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:56:32:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:56:52:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:57:13:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:57:42:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:57:57:| new chat ID:1649213804YOoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:58:20:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:58:56:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:59:17:| new chat ID:1649213804CriptoreviDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:59:39:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

03:59:59:| new chat ID:1649213804ZoeDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:00:22:| new chat ID:1649213804ZoeDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:00:45:| new chat ID:1649213804BejoWhaleDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:01:09:| new chat ID:1649213804Mariko Mady Kane GSM SOLUTIONDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:01:37:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:01:53:| new chat ID:1649213804CriptoreviDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:02:01:| new chat ID:1649213804BIG EYES COINDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:02:28:| new chat ID:1649213804Jonathan Wagner FelhauerDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:02:31:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:02:35:| new chat ID:1649213804Jonathan Wagner FelhauerDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:02:50:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:03:16:| new chat ID:1649213804CriptoreviDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:03:41:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:04:01:| new chat ID:1649213804danuelDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:04:21:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:04:40:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:05:06:| new chat ID:1649213804Mariko Mady Kane GSM SOLUTIONDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:05:32:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:05:57:| new chat ID:1649213804who the fuck are u ?Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:06:06:| new chat ID:1649213804CriptoreviDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:06:25:| new chat ID:1649213804Mariko Mady Kane GSM SOLUTIONDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:06:43:| new chat ID:1649213804spicy piscesDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:08:23:| Launching Telegram Scraper...

04:08:32:| Telegram Robot: /back_test

04:27:02:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:27:05:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:27:36:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:27:42:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:27:45:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:27:55:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:14:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:20:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:33:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:37:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:41:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:49:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:52:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:28:54:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:01:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:07:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:14:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:24:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:36:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:49:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:51:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:29:54:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:30:35:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:31:38:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:32:01:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:32:21:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

